"label","character"
"Federal Correctional Institution, Pollock","object"
"Fort Augusta Adult Correctional Centre","prison"
"HM Prison Glen Parva","object"
"Moshannon Valley Correctional Center","Place"
"Musheerabad Jail","Location"
