"label"
"Amaravati, Andhra Pradesh"
"Amarkantak"
"Amarnath Temple"
"Amarpur, Banka"
"Amarpura"
"Amarume, Yamagata"
"Amatgyigon"
"Amatuku"
"Amba"
"Ambadeniya"
"Ambagarh Chowki"
"Ambagaspitiya"
"Ambaguio, Nueva Vizcaya"
"Ambai Islands"
"Ambala, Bangladesh"
"Ambala Cantonment"
"Ambalahonko"
"Ambalajia"
"Ambalakirajy"
"Ambalamahasoa"
