"label","label","type"
"Isoetes maritima","Isoetes maritima","Thing"
"Isoetes caroliniana","Isoetes caroliniana","eukaryote"
"Selaginella uncinata","コンテリクラマゴケ","eukaryote"
"Isoetes eludens","Isoetes eludens","Plants described in 2009"
"Lycopodiella inundata","Widłaczek torfowy","Moss"
