"label"
"Ani - Imo"
"Classroom☆Crisis"
"Fūka (manga)"
"極上!!めちゃモテ委員長"
"きんぎょ注意報!"
"〈ハルチカ〉シリーズ"
"Honey So Sweet"
"Hybrid x Heart Magias Academy Ataraxia"
"川の光"
"この素晴らしい世界に祝福を!"
"喰う寝るふたり 住むふたり"
"ろんぐらいだぁす!"
"ピース オブ ケイク"
"棺担ぎのクロ。〜懐中旅話〜"
"Star-Mu"
"Tanaka-kun wa Itsumo Kedaruge"
"学戦都市アスタリスク"
"The Rising of the Shield Hero"
"The Rose of Versailles"
"双星の陰陽師"
