"label"
"Nice Work If You Can Get It (musical)"
"Notre-Dame de Paris (musical)"
"Perchance to Dream (musical)"
"Poppy (1923 musical)"
"Poppy (musical)"
"Priscilla, Queen of the Desert (musical)"
"Promises, Promises (musical)"
"Roberta"
"Rosalie (musical)"
"Sail Away (musical)"
"Silence! The Musical"
"Skyscraper (musical)"
"The Boys from Syracuse"
"The Gingerbread Man (musical)"
"The Golden Apple (musical)"
"The Pajama Game"
"The Rink (musical)"
"The Serenade"
"Twisted (musical)"
"On a Clear Day You Can See Forever"
