"label"
"Toleman"
"Trojan–Tauranac Racing"
"Vel's Parnelli Jones Racing"
"BMW in Formula One"
"Renault in Formula One"
"McGuire (Formula One)"
"British Racing Motors"
"Hesketh Racing"
"Gilby Engineering"
"Prost Grand Prix"
"فريق ماروسيا إف1"
"Scuderia Finotto"
"BS Fabrications"
"Tyrrell Racing"
"Ecurie Nationale Belge"
"Embassy Hill"
"Frank Williams Racing Cars"
"Arrows Grand Prix International"
"Simtek"
"Connew"
