"label"
"Costocervical trunk"
"Princeps pollicis artery"
"Dorsal nasal artery"
"Pancreatic branches of splenic artery"
"Scapular anastomosis"
"Adrenal artery"
"Accessory meningeal artery"
"شريان الغدة التناسلية"
"Ramas tímicas (arteria torácica interna)"
"Deltoid branch of thoracoacromial artery"
"Mediastinal branches of thoracic part of aorta"
"後耳介動脈アブミ骨枝"
"上甲状腺動脈輪状甲状枝"
"上甲状腺動脈舌骨下枝"
"Anterior lateral malleolar artery"
"Anterior medial malleolar artery"
"Arteriae centrales anterolaterales"
"شريان بصلة القضيب"
"شريان بصلة دهليز المهبل"
"Basilar artery"
