"label","Wikipage page ID"
"Kingsgate Native","47690470"
"Kissing Cousin (horse)","47092914"
"Kyllachy","47720999"
"La Cucaracha (horse)",""
"Lake Coniston",""
"Lochangel","47729297"
"Magic of Life","47128782"
"Margot Did","47646329"
"My Emma","47947006"
"Owington",""
"Piccolo (horse)",""
"Polish Patriot","47602254"
"Postponed","47337009"
"Rhyme 'n' Reason",""
"Shutthefrontdoor","47993371"
"Simple Verse",""
"So Factual",""
"Sophisticat","47079684"
"Ya Malak",""
"Abercrombie (horse)",""
