"label","Wikipage page ID"
"Guishan Island (Yilan)","1702519"
"Gunung Karang","1386024"
"Jailolo",""
"Kadovar",""
"Kaimon-dake",""
"Kamojang",""
"Karkar Island",""
"Karymsky (volcano)",""
"Kelud",""
"Khangar",""
"Kikhpinych",""
"Kizimen",""
"Klyuchevskaya Sopka",""
"Koryaksky",""
"Koshelev (volcano)","6520839"
"Krasheninnikov (volcano)",""
"Ksudach",""
"Kuntomintar",""
"Latukan",""
"Lewotolo",""
