"label"
"Herzöge Wolfenbüttel"
"西宮ストークス"
"Northland Suns"
"Nunawading Spectres"
"OKK Spars Sarajevo"
"Olympiacos Women's Basketball"
"Overseas Elite"
"P.A.O.K. women's basketball"
"Paris Université Club (basket-ball)"
"Promitheas Patras B.C."
"Psychiko B.C."
"Pully Basket"
"RAS Maccabi Brussels"
"Salon Vilpas Vikings"
"San Lorenzo de Almagro (basketball)"
"Stevnsgade Basketball"
"Team 23"
"Team City of Gods"
"Travelodge Swords Thunder"
"Universo Treviso Basket"
