"label"
"Women's National Wheelchair Basketball League"
"Cibane"
"بطولة كرة السلة الجزائرية"
"Basketball League of Serbia B"
"Basketball World Cup (Turkey)"
"Euskal Kopa"
"FIBA Africa Under-18 Championship"
"First Division Women (Icelandic basketball)"
"Ligat Ha'al Basket-ball féminin"
"LKF Cup"
"Semaine des As"
"Lingerie Basketball League"
"Nemzeti Bajnokság I/A (women's basketball)"
"PBA Developmental League"
"Úrvalsdeild kvenna (Basketball)"
"Radivoj Korać Cup"
"Tobacco Road Basketball League"
"Turkish Cup Basketball"
"Turkish Women's Cup Basketball"
"Ukraińska Superliha Koszykarska Kobiet"
