"label"
"Thomas Brisbane"
"William Sulzer"
"Dewey F. Bartlett"
"John Francis Davis"
"Robert S. Kerr"
"Ángel Aguirre Rivero"
"أدلبرت ألثوز"
"Gordon Samuels"
"James Ramsay (governor)"
"Juan Lavalle"
"Pedro Álvarez de Toledo, Marquis of Villafranca"
"Samuel Ashe (North Carolina)"
"Thomas Bennett (Politiker)"
"Agustín V. Zamorano"
"Alberto Rodríguez Saá"
"Alfredo Palacios"
"B. B. Comer"
"Beekman Winthrop"
"Charles Croswell"
"Charles Porter (Pennsylvania politician)"
