"label"
"International Chamber Music Festival of Cervo"
"Eikerapen Roots Festival"
"TDK Cross Central"
"Atwood Music Festival"
"Cali Underground"
"Rock the Desert"
"Tatarstan in the Bala Türkvizyon Song Contest"
"Summersault (Australian festival)"
"Germany in the Türkvizyon Song Contest"
"Toronto Summer Music Festival"
"Singapore in the ABU Radio Song Festival"
"Roskilde Festival 2008"
"York Early Music Festival"
"Rock the Bayou"
"Kyrgyzstan in the Bala Türkvizyon Song Contest"
"Beloit Riverfest"
"Besançon International Music Festival"
"Tuckamore Festival"
"Turkey in the Türkvizyon Song Contest"
"Червона рута (фестиваль)"
