"label"
"Central retinal artery"
"Femoral artery"
"Radial artery"
"فرع حقي من شريان فخذي منعطف وسطي"
"Circumflex scapular artery"
"Peritubular capillaries"
"Anterior interventricular branch of left coronary artery"
"Arcuate artery of the foot"
"Inferior pancreaticoduodenal artery"
"شريان أخمصي وحشي"
"Meningeal branch of occipital artery"
"Meningeal branches of vertebral artery"
"Superior pancreaticoduodenal artery"
"Tonsillar branch of the facial artery"
"Dorsalis pedis artery"
"Renal artery"
"Uterine artery"
"Plantar metatarsal arteries"
"Anterior ciliary arteries"
"Cervical part of internal carotid artery"
