"label"
"Manikato Stakes"
"Mervin H. Muniz Jr. Memorial Handicap"
"Mi-Août en Bretagne"
"Sanford Stakes"
"Six jours de Grenoble"
"Zawawi Cup"
"Belmont Futurity Stakes"
"Breeders' Futurity Stakes"
"Caulfield Classic"
"Champagne Stakes (ATC)"
"Champagne Stakes (Great Britain)"
"Champagne Stakes (MVRC)"
"Champagne Stakes (United States)"
"FrontRunner Stakes"
"Futurity Stakes (Ireland)"
"Futurity Stakes (MRC)"
"Matron Stakes (Ireland)"
"Matron Stakes (United States)"
"Milady Handicap"
"Norfolk Stakes (Great Britain)"
