"label"
"2015 Revolution Technologies Pro Tennis Classic"
"Guzzini Challenger 2009"
"Mercury Insurance Open 2012"
"Distal & ITR Group Tennis Cup 2014"
"2015 French Open"
"Capri Watch Cup Tennis Napoli 2015"
"Tournoi de tennis de Québec (WTA 1995)"
"Astana Cup 2010"
"1990 Volvo U.S. National Indoor"
"Tournoi de tennis de Québec (WTA 1996)"
"2010 Copa Sevilla"
"ATP Roller Open 2013"
"Hall of Fame Tennis Championships 1989"
"2009 Wheelchair Tennis Masters"
"VIII Challenger Ciudad de Guayaquil 2012"
"Chang-Sat Bangkok Open 2013"
"Prosperita Open 2013"
"Viccourt Cup 2013"
"Torneo Internacional Challenger León 2015"
"2009 BNP Paribas Open"
