"label"
"Sanchi"
"Shahrisabz"
"Shark Bay"
"Shirakami-Sanchi"
"Sigiriya"
"Summer Palace"
"وادي تامغالي"
"معبد فات فو (لاوس)"
"West Lake"
"Wudang Mountains"
"Xidi"
"Zhoukoudian"
"Abbey of Fontenay"
"Burgen von Bellinzona"
"Hili Archaeological Park"
"منجم إوامي غينزان للفضة"
"Kunta Kinteh Island"
"Longmen Grottoes"
"المدينة القديمة (باكو)"
"Old City (Jerusalem)"
