"label"
"Gwadar International Airport"
"Haeju Airport"
"Harare International Airport"
"Hat Yai International Airport"
"Heidelberg Airport"
"Hendrik Van Eck Airport"
"مطار هراة الدولي"
"Port lotniczy Hluhluwe"
"惠山飛行場"
"Inhambane Airport"
"Aeropuerto de Ipil"
"Irkutsk Northwest Airport"
"Flughafen Antananarivo"
"Jalalabad Airport"
"مطار جولو"
"Flughafen Bulawayo"
"مطار كاليبو الدولي"
"مطار قندهار الدولي"
"Kang Airport"
"Flughafen Khon Kaen"
