"label"
"Galatasaray Handball Team"
"Dominican Republic national beach handball team"
"Équipe de Chypre de handball masculin"
"CSM București (men's handball)"
"C.S. Marítimo (handball)"
"CS Universitatea Transilvania Cluj-Napoca"
"Foolad Mobarakeh Sepahan (handball)"
"Fredericia HK"
"IFK Malmö Handboll"
"Alstermo IF Handboll"
"IFK Skövde HK"
"HC Odorheiu Secuiesc"
"1. MHK Košice"
"منتخب الجزائر لكرة اليد للسيدات"
"BM Huesca"
"Békéscsabai Előre NKSE"
"CH Politehnica Timișoara"
"Équipe du Cameroun de handball masculin"
"Équipe du Cameroun de handball féminin"
"Csurgói KK"
