"label"
"Carl Robert Osten-Sacken"
"Edwin Brown (naturalist)"
"Roger Naviaux"
"William de Alwis"
"Alexander Yersin (entomologist)"
"Otto Bütschli"
"Charles Jules Edmée Brongniart"
"Baron Cajetan von Felder"
"Carl August Dohrn"
"Christian Ludwig Nitzsch"
"Johann Carl Megerle von Mühlfeld"
"Rudolf Felder"
"Achille Guenée"
"John Braithwaite Wallis"
"Ludwig Ganglbauer"
"Philogène Auguste Joseph Duponchel"
"Arnold Pagenstecher"
"Camillo Acqua"
"Ernst Gustav Kraatz"
"Georg Dieck"
