"label"
"Hongcun"
"Hạ Long Bay"
"Island of Mozambique"
"Kamchatka Peninsula"
"Kathmandu Valley"
"Khajuraho Group of Monuments"
"Le Morne Brabant"
"Lenggong"
"Mana Pools"
"Minaret of Jam"
"Mosque City of Bagerhat"
"Mount Kōya"
"Mount Lu"
"Mount Qingcheng"
"Port Arthur, Tasmania"
"Prambanan"
"Preah Vihear Temple"
"Qutb complex"
"Riversleigh"
"Rohtas Fort"
