"label"
"Washington State Penitentiary"
"Waupun Correctional Institution"
"Metropolitan Correctional Center, Chicago"
"Metropolitan Correctional Center, San Diego"
"Spring Creek Correctional Center"
"St. Catherine Adult Correctional Centre"
"United States Penitentiary, Atwater"
"United States Penitentiary, Hazelton"
"Wasco State Prison"
"Alexander Correctional Institution"
"High Desert State Prison (California)"
"Kentucky State Penitentiary"
"Gefängnis Montelupich"
"Valley State Prison"
"Arthur Road Jail"
"Drakenstein Correctional Centre"
"Fannie Bay Gaol"
"Federal Correctional Institution, Texarkana"
"Glen Innes Correctional Centre"
"HM Prison Belmarsh"
