"label"
"Novigrad Castle"
"Tomarps Kungsgård"
"Murallas de Ston"
"Château de Bucheneck"
"Hebilli Castle"
"قلعة فخر الدين المعني"
"Burg Alt-Teuffenbach"
"Castello di Aci"
"Zitadelle von Ankara"
"Burg Scharfeneck (Mannersdorf)"
"Burg in Wiener Neustadt"
"Château de Bonnefontaine"
"Château de Montrond (Montrond-les-Bains)"
"Château de Montrond (Saint-Amand-Montrond)"
"Château de Sauvebœuf (Lalinde)"
"Château des Anglais (Autoire)"
"Großmeisterpalast (Rhodos)"
"Rabenstein Castle (Carinthia)"
"Burgruine Rauheneck"
"Schloss Ambras"
