"label"
"Sacral ganglia"
"Superior cervical cardiac branches of vagus nerve"
"Inferior posterior nasal branches of greater palatine nerve"
"Parasympathetic root of ciliary ganglion"
"Tonsillar branches of glossopharyngeal nerve"
"Common palmar digital nerves of median nerve"
"Common palmar digital nerves of ulnar nerve"
"Dorsal branch of ulnar nerve"
"Greater palatine nerve"
"Inferior cardiac branches of the vagus nerve"
"Inferior dental plexus"
"Inferior ganglion of vagus nerve"
"Inferior lateral cutaneous nerve of arm"
"Intermediate dorsal cutaneous nerve"
"Lateral cutaneous nerve of thigh"
"Lateral dorsal cutaneous nerve"
"Medial dorsal cutaneous nerve"
"Proper palmar digital nerves of median nerve"
"Proper palmar digital nerves of ulnar nerve"
"Proper plantar digital nerves of lateral plantar nerve"
