"label"
"ATP Challenger Santos"
"ATP Challenger Dortmund"
"Jalisco Open"
"Open BNP Paribas Banque de Bretagne"
"ATP Challenger Le Gosier"
"Texas Tennis Open"
"Torneo Omnia Tenis Ciudad Madrid"
"بطولة واشنطن المفتوحة"
"Winston-Salem Open"
"Andalucia Tennis Experience"
"Boston Cup"
"Torneo Ciudad de Barcelona"
"Australian Pro"
"Merion Open"
"Vancouver WCT"
"Rye Brook Open"
"World Doubles WCT (Tennis)"
"ATP Birmingham"
"ATP Florenz"
"ATP Ōsaka"
