"label"
"Independence Day (Sri Lanka)"
"اليوم العالمي لرفض ختان الإناث"
"Ratha Saptami"
"Martyred Intellectuals Day"
"Anti-Bullying Day"
"Hong Kong Special Administrative Region Establishment Day"
"Labor Day"
"Hıdırellez"
"Tag der Befreiung Italiens"
"Racial Justice Sunday"
"Grito de Dolores"
"Midsummer"
"Shavuot"
"Victoria Day"
"Walpurgis Night"
"World Press Freedom Day"
"National Aboriginal Day"
"Nowruz"
"Purim"
"Saint David's Day"
