"birth place","label","Geburtsort"
"","Ayla Aksu",""
"","Camelia Hristea",""
"","Irina Maria Bara",""
"","Jaqueline Cristian",""
"","Jonathan Mridha",""
"","Kateřina Kramperová",""
"","Malin Ulvefeldt",""
"","Patricia Maria Ţig",""
