"label"
"Amlekhganj"
"Amloh"
"Ammapattinam"
"Ammasandra"
"Amondara"
"Ampani"
"Ampanihy"
"Amparafaravola"
"Amparihy"
"Amparihy Est"
"Ampasimazava (Vavatenina)"
"Ampelu"
"Ampil Tuk"
"Ampitigoda"
