"label"
"Ambohipaky"
"Ambokka"
"Ambolofoty"
"Ambon, Maluku"
"Ambon Island"
"Amborondra"
"Ambositra"
"Ambovombe"
"Ambovombe Afovoany"
"Amboyna Cay"
"Ambrym"
"Ambu Island"
"Амбунти"
"Distretto di Ambunti-Dreikikir"
"Ambur"
"أمديرما"
"Amelin (powiat lubartowski)"
"Amelin (województwo mazowieckie)"
"Amelin, Parczew County"
"American River, South Australia"
