"birth place","label","Geburtsort"
"","Billy Wilson (running back)",""
"","Blood Miller",""
"","Bob Lee (guard)",""
"","Bob Sweiger",""
"","Brandon Hartson","http://dbpedia.org/resource/Houston_Cougars_football"
"","Bull Polisky",""
