"label"
"Chester Racecourse"
"Hipódromo de Asunción"
"Remington Park"
"Sheepshead Bay Race Track"
"Lone Star Park"
"Stratford-on-Avon Racecourse"
"Indiana Grand Race Course"
"船橋競馬場"
"Manor Downs"
"Hipódromo y Casino Evangeline Downs"
"Harstad Travpark"
"Club Ecuestre Faisal"
"Garden State Park Racetrack"
"Meadowlands Racetrack"
"Santa Anita Park"
"Yonkers Raceway"
"Bromford Bridge Racecourse"
"Hipódromo do Cristal"
"Dufferin Park Racetrack"
"Southwell Racecourse"
