"label"
"Marselan"
"Roublot"
"Verdejo"
""
""
"Terrantez"
"Sansevieria stuckyi"
"Albarello (grape)"
"Aleatico"
"Dinka (vid)"
"Vernaccia"
"Coprosma ochracea"
"Goldriesling"
"Refosco"
"قيقب كفي"
"Molette (Rebsorte)"
"Pinotage"
"Roussanne"
"Albana"
"Reichensteiner"
