"birth place","label","Geburtsort","Geburtsdatum"
"","Tin Patrimonio","http://dbpedia.org/resource/Mandaluyong",""
"","Chayenne Ewijk","","1988-08-17"
"","Deiton Baughman","","1996-04-23"
"http://dbpedia.org/resource/Tel_Aviv","Denis Shapovalov","http://dbpedia.org/resource/Tel_Aviv",""
"","Eduardo Dischinger","","1992-05-18"
"http://dbpedia.org/resource/Auckland","Erin Routliffe","http://dbpedia.org/resource/Auckland",""
"","Hong Hyun-hui","","1991-12-27"
"","Joan Austin","",""
