"Wikipage revision ID","ballpark","current league","season","Wikipage page ID","label","Link from a Wikipage to an external page","owners","city"
"679272826","http://dbpedia.org/resource/Jefferson_Street_Grounds","American Association American Association","1891","15705974","1891 Philadelphia Athletics season","http://www.baseball-reference.com/teams/PHA/1891.shtml","http://dbpedia.org/resource/J._Earl_Wagner","http://dbpedia.org/resource/Philadelphia"
"678390940","http://dbpedia.org/resource/League_Park","National League","","15703039","1892 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLV/1892.shtml","","http://dbpedia.org/resource/Cleveland"
"678382370","http://dbpedia.org/resource/League_Park","National League","","15703075","1893 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLV/1893.shtml","http://dbpedia.org/resource/Frank_Robison","http://dbpedia.org/resource/Cleveland"
"678319411","http://dbpedia.org/resource/League_Park","National League","","15703094","1894 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLV/1894.shtml","http://dbpedia.org/resource/Frank_Robison","http://dbpedia.org/resource/Cleveland"
"678278333","http://dbpedia.org/resource/League_Park","National League","","15703178","1895 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLV/1895.shtml","","http://dbpedia.org/resource/Cleveland"
"678178468","http://dbpedia.org/resource/League_Park","National League","","15703195","1896 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLE/1896.shtml","http://dbpedia.org/resource/Frank_Robison","http://dbpedia.org/resource/Cleveland"
"678037360","http://dbpedia.org/resource/League_Park","National League","","15703217","1897 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLV/1897.shtml","","http://dbpedia.org/resource/Cleveland"
"678019028","http://dbpedia.org/resource/League_Park","National League","","15703247","1898 Cleveland Spiders season","http://www.baseball-reference.com/teams/CLV/1898.shtml","http://dbpedia.org/resource/Frank_Robison","http://dbpedia.org/resource/Cleveland"
"680303510","","","","15693218","2005 Nippon Professional Baseball season","","",""
