"label"
"Ambohipaky"
"Ambokka"
"Ambolofoty"
"Ambon Island"
"Amborondra"
"Ambositra"
"Ambovombe"
"Ambovombe Afovoany"
"Amboyna Cay"
"Ambrym"
"Ambu Island"
"Амбунти"
"Distretto di Ambunti-Dreikikir"
"Ambur"
"أمديرما"
"Amelin (powiat lubartowski)"
"Amelin (województwo mazowieckie)"
