"Geburtsort","Geburtsdatum","birth place","label"
"http://dbpedia.org/resource/Pinar_del_Río","","http://dbpedia.org/resource/Pinar_del_Río","Yunieski Gonzalez"
"http://dbpedia.org/resource/Qingdao","","http://dbpedia.org/resource/Qingdao","Zhang Junlong (boxer)"
"http://dbpedia.org/resource/Dominican_Republic","","http://dbpedia.org/resource/Dominican_Republic","Felix Valera"
"http://dbpedia.org/resource/Palawan","","http://dbpedia.org/resource/Palawan","Gretchen Abaniel"
"http://dbpedia.org/resource/Dalian","","http://dbpedia.org/resource/Dalian","Ян Ляньхуэй"
"http://dbpedia.org/resource/Apatzingán","","http://dbpedia.org/resource/Apatzingán","Javier Prieto"
"http://dbpedia.org/resource/Plymouth","","","Joe Symonds"
"","1896-11-11","","Mike Honeyman"
"http://dbpedia.org/resource/Haiti","1986-05-23","http://dbpedia.org/resource/Haiti","Schiller Hyppolite"
