"label"
"New Jersey Performing Arts Center"
"Vivian Beaumont Theater"
"War Memorial Opera House"
"Weidner Center"
"New Theatre Royal"
"Rose Theatre Brampton"
"Stage 72"
"The Actors Company Theatre"
"Théâtre Marigny"
"Théâtre des Folies-Marigny"
"Croatian National Theatre in Zagreb"
"Fox Performing Arts Center"
"La Mama Theatre (Melbourne)"
"Théâtre Outremont"
