"label"
"Kansas City Outlaws"
"Kildonan North Stars"
"Krefeld Pinguine"
"Los Angeles Blades"
"Merritt Centennials"
"Minnesota North Stars"
"Mississauga Steelheads"
"Mohawk Valley Comets (NAHL)"
"Mohawk Valley Comets (ACHL)"
"New Mexico Scorpions"
"Nipissing Alouettes"
"Portland Rosebuds (ice hockey)"
"Richmond Renegades"
"Alouettes de Saint-Jérôme"
"San Jose Barracuda"
"Sarnia Legionnaires (1969–)"
"St. Charles Chill"
"Sydney Bears"
"Syracuse Crunch"
"Wooster Warriors"
