"label"
"Washington State Penitentiary"
"Waupun Correctional Institution"
"Spring Creek Correctional Center"
"St. Catherine Adult Correctional Centre"
"Wasco State Prison"
"Alexander Correctional Institution"
"High Desert State Prison (California)"
"Kentucky State Penitentiary"
"Gefängnis Montelupich"
"Valley State Prison"
"Arthur Road Jail"
"Drakenstein Correctional Centre"
"Fannie Bay Gaol"
"Glen Innes Correctional Centre"
"HM Prison Belmarsh"
